ID	NEV	ERV_KEZD	ERV_VEGE	KIHIRDETES_ID
26334	"Medico Uno Rt."	2015.01.01	2099.12.31	1001
26335	"Medis ehf."	2015.01.01	2099.12.31	1001
26336	"Mentholatum Co, UK"	2015.01.01	2099.12.31	1001
26338	"Merck Selbstmedikation GmbH"	2015.01.01	2099.12.31	1001
26341	"Mickan Arzneimittel GmbH"	2015.01.01	2099.12.31	1001
26342	"Mika Pharma GmbH"	2015.01.01	2099.12.31	1001
26343	"Molteni S.p.A."	2015.01.01	2099.12.31	1001
26345	"Mucos Pharma GmbH"	2015.01.01	2099.12.31	1001
26346	"Negma Lerads"	2015.01.01	2099.12.31	1001
26347	"Nicobrand Ltd."	2015.01.01	2099.12.31	1001
26350	"Novartis Vaccines GmbH&Co Kereskedelmi Képviselete"	2015.01.01	2099.12.31	1001
26351	"Nucleus ehf."	2015.01.01	2099.12.31	1001
26354	"Orphan Europe SARL"	2015.01.01	2099.12.31	1001
26356	"Pacira Ltd."	2015.01.01	2099.12.31	1001
26358	"PD&RC Ltd."	2015.01.01	2099.12.31	1001
26359	"Pfizer Enterprises SARL"	2015.01.01	2099.12.31	1001
26363	"Pharmacia-Pfizer EEIG"	2015.01.01	2099.12.31	1001
26365	"Pharmaselect GmbH"	2015.01.01	2099.12.31	1001
26366	"Pharmavit"	2015.01.01	2099.12.31	1001
26367	"Pierre Fabre Dermatologie"	2015.01.01	2099.12.31	1001
26371	"Solvay Biologicals B.V."	2015.01.01	2099.12.31	1001
26372	"Tercica Europe Ltd."	2015.01.01	2099.12.31	1001
26373	"MCM Klosterfrau Healthcare GmbH"	2015.01.01	2099.12.31	1001
26375	"Nycomed GmbH"	2015.01.01	2099.12.31	1001
26376	"Zentiva a.s. (Szlovákia)"	2015.01.01	2099.12.31	1001
26379	"Polfa Hungária Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
26382	"Polichem SA"	2015.01.01	2099.12.31	1001
26383	"Polpharma SA"	2015.01.01	2099.12.31	1001
26384	"Pozitron Diagnosztika Kft."	2015.01.01	2099.12.31	1001
26386	"Pro. Med. Praha a.s."	2015.01.01	2099.12.31	1001
26387	"Procter&Gamble Hungary KKT."	2015.01.01	2099.12.31	1001
26388	"Pronova Biocare AS"	2015.01.01	2099.12.31	1001
26389	"Protina Pharmazeutische Gesellschaft GmbH"	2015.01.01	2099.12.31	1001
26391	"QSA Global GmbH"	2015.01.01	2099.12.31	1001
26392	"R.P. Scherer GmbH"	2015.01.01	2099.12.31	1001
26393	"RAD Neurim Pharmaceuticals EEC Ltd."	2015.01.01	2099.12.31	1001
26395	"Recip AB"	2015.01.01	2099.12.31	1001
26396	"Reckitt Benckiser Healthcare Ltd."	2015.01.01	2099.12.31	1001
26397	"Regiomedica GmbH"	2015.01.01	2099.12.31	1001
26402	"Roche Cons. Health"	2015.01.01	2099.12.31	1001
26403	"Romikim Farma SL"	2015.01.01	2099.12.31	1001
26404	"Rotop Pharmaka GmbH"	2015.01.01	2099.12.31	1001
26411	"S.C. Terapia S.A."	2015.01.01	2099.12.31	1001
26412	"S.T.D. Pharmaceutical Products Ltd."	2015.01.01	2099.12.31	1001
26415	"Sanofi-Synthélabo Rt."	2015.01.01	2099.12.31	1001
26416	"Sanquin, CLB, Products Division"	2015.01.01	2099.12.31	1001
26417	"Saprochi SA"	2015.01.01	2099.12.31	1001
26420	"SBL Vaccine AB"	2015.01.01	2099.12.31	1001
26421	"Schering/Jenapharm"	2015.01.01	2099.12.31	1001
26423	"Schering-Plough Central East AG"	2015.01.01	2099.12.31	1001
26424	"Schmidgal"	2015.01.01	2099.12.31	1001
26425	"Scholl"	2015.01.01	2099.12.31	1001
26426	"Schwarz Pharma Ltd."	2015.01.01	2099.12.31	1001
26428	"Selenium Pharma Bt."	2015.01.01	2099.12.31	1001
26429	"Serono Pharma International SA"	2015.01.01	2099.12.31	1001
26432	"Sigmapharm"	2015.01.01	2099.12.31	1001
26433	"Sindan SRL"	2015.01.01	2099.12.31	1001
26435	"Sopharma PLC"	2015.01.01	2099.12.31	1001
26436	"Specifar SA"	2015.01.01	2099.12.31	1001
26438	"STALLERGENES S.A."	2015.01.01	2099.12.31	1001
26439	"Steigerwald Arzneimittelwerk GmbH"	2015.01.01	2099.12.31	1001
26442	"Stichting Registratiebeheer"	2015.01.01	2099.12.31	1001
26443	"Swedish Orphan International AB"	2015.01.01	2099.12.31	1001
26444	"Symbiopharm GmbH"	2015.01.01	2099.12.31	1001
26445	"Tabuk Poland Spólka z.o.o."	2015.01.01	2099.12.31	1001
26446	"TAD PHARMA GmbH"	2015.01.01	2099.12.31	1001
26447	"Talecris Biotherapeutics GmbH"	2015.01.01	2099.12.31	1001
26448	"Tanabe Europe N.V."	2015.01.01	2099.12.31	1001
26449	"Taro Pharmaceutical Industries Ltd."	2015.01.01	2099.12.31	1001
26450	"Teva Pharma B.V."	2015.01.01	2099.12.31	1001
26451	"Teva Pharma GmbH"	2015.01.01	2099.12.31	1001
26452	"TEVA UK Ltd."	2015.01.01	2099.12.31	1001
26453	"The Medicines Company UK Ltd."	2015.01.01	2099.12.31	1001
26455	"Torbet Laboratories Ltd."	2015.01.01	2099.12.31	1001
26456	"Torrent Pharma GmbH"	2015.01.01	2099.12.31	1001
26458	"UCB Pharma Ltd."	2015.01.01	2099.12.31	1001
26460	"Unigene UK Ltd."	2015.01.01	2099.12.31	1001
26461	"United Therapeutics Europe Ltd."	2015.01.01	2099.12.31	1001
26463	"Uriach /J. Uriach & Cia SA/"	2015.01.01	2099.12.31	1001
26464	"Vakcina Kft."	2015.01.01	2099.12.31	1001
26466	"Verla-Pharm Arzneimittel"	2015.01.01	2099.12.31	1001
26468	"Vifor France SA"	2015.01.01	2099.12.31	1001
26469	"Vitabiotics Ltd."	2015.01.01	2099.12.31	1001
26473	"Wyeth Whitehall Hungary Kft."	2015.01.01	2099.12.31	1001
26476	"Pharmacia Kft."	2015.01.01	2099.12.31	1001
26477	"PRO-PHARMA '93 Kft."	2015.01.01	2099.12.31	1001
26478	"REANAL Finomvegyszergyár zrt."	2015.01.01	2099.12.31	1001
26479	"Vomelin Bt."	2015.01.01	2099.12.31	1001
26480	"Beiersdorf Kft."	2015.01.01	2099.12.31	1001
26483	"PHYTOTEC Hungária Bt."	2015.01.01	2099.12.31	1001
26484	"PHOENIX Pharma zrt."	2015.01.01	2099.12.31	1001
26485	"Cipla (UK) Limited"	2015.01.01	2099.12.31	1001
26486	"BEACO Bt."	2015.01.01	2099.12.31	1001
26488	"Trion Consulting Kft."	2015.01.01	2099.12.31	1001
26489	"Cis Bio International Subsidiary of Schering SA"	2015.01.01	2099.12.31	1001
26490	"Izotóp Intézet Kft."	2015.01.01	2099.12.31	1001
26491	"OM Pharma"	2015.01.01	2099.12.31	1001
26493	"Medi-Radiopharma Kft."	2015.01.01	2099.12.31	1001
26494	"Cefak KG."	2015.01.01	2099.12.31	1001
26495	"Viatris GmbH&CoKG"	2015.01.01	2099.12.31	1001
26497	"Bionorica AG"	2015.01.01	2099.12.31	1001
26498	"Deutsche Homöopathie Union"	2015.01.01	2099.12.31	1001
26502	"Natura-Budapest Kft."	2015.01.01	2099.12.31	1001
26503	"Pekana-Naturheilmittel GmbH"	2015.01.01	2099.12.31	1001
26504	"Phönix Lab. GmbH"	2015.01.01	2099.12.31	1001
26505	"Remedia Salvator-Apotheke"	2015.01.01	2099.12.31	1001
26508	"ITF Pharma Kereskedelmi és Szolgáltató Kft."	2015.01.01	2099.12.31	1001
26509	"EU Pharma Gyógyszerkereskedelmi és Szolgáltató Kft."	2015.01.01	2099.12.31	1001
26510	"Vitabalans Oy"	2015.01.01	2099.12.31	1001
26511	"Prompt Pharma Kft."	2015.01.01	2099.12.31	1001
26512	"McNeil Division of Johnson & Johnson Kft."	2015.01.01	2099.12.31	1001
26513	"Medana Pharma SA"	2015.01.01	2099.12.31	1001
26514	"LadeePharma Kft."	2015.01.01	2099.12.31	1001
26515	"Toronto Pharma Kft."	2015.01.01	2099.12.31	1001
26516	"Biologische Heilmittel Heel GmbH"	2015.01.01	2099.12.31	1001
26519	"Richard Bittner AG"	2015.01.01	2099.12.31	1001
26520	"Aurobindo Pharma Ltd."	2015.01.01	2099.12.31	1001
26521	"AOP Orphan Pharmaceuticals AG"	2015.01.01	2099.12.31	1001
26522	"COVIDIEN GmbH"	2015.01.01	2099.12.31	1001
26524	"??"	2015.01.01	2099.12.31	1001
26525	"3M ESPE AG"	2015.01.01	2099.12.31	1001
26526	"A. Menarini Industrie Farnaceutiche Riunite s.r.l."	2015.01.01	2099.12.31	1001
26528	"Abbott GmbH&CoKG"	2015.01.01	2099.12.31	1001
26529	"ABBOTT S.p.A."	2015.01.01	2099.12.31	1001
26530	"AC Helcor Pharmaceutical Company Srl."	2015.01.01	2099.12.31	1001
26532	"ACRAF S.p.A."	2015.01.01	2099.12.31	1001
26534	"Alcon Pharmaceuticals Ltd."	2015.01.01	2099.12.31	1001
26535	"Alk-Abelló A/S"	2015.01.01	2099.12.31	1001
26536	"Alk-Abello SA"	2015.01.01	2099.12.31	1001
26537	"Amersham plc"	2015.01.01	2099.12.31	1001
26540	"Apotheke zur Universität"	2015.01.01	2099.12.31	1001
26542	"Ardeypharma GmbH"	2015.01.01	2099.12.31	1001
26545	"Arzneimittel Schwabe International GmbH"	2015.01.01	2099.12.31	1001
26548	"Astra Zeneca AB"	2015.01.01	2099.12.31	1001
26550	"Aventis Pharma Deutschland GmbH"	2015.01.01	2099.12.31	1001
26551	"Axcan Pharma Inc. BV"	2015.01.01	2099.12.31	1001
26552	"B. Braun Avitum Hungary zrt."	2015.01.01	2099.12.31	1001
26554	"Bayer Schering Pharma Oy"	2015.01.01	2099.12.31	1001
26555	"Beiersdorf AG"	2015.01.01	2099.12.31	1001
26556	"Belupo s.r.o."	2015.01.01	2099.12.31	1001
26557	"Béres Házipatika Kft."	2015.01.01	2099.12.31	1001
26558	"Berna Biotech Italia S.r.l."	2015.01.01	2099.12.31	1001
26560	"BILLEV Pharma Aps"	2015.01.01	2099.12.31	1001
26561	"Bioenvision Ltd."	2015.01.01	2099.12.31	1001
26562	"Biogal Gyógyszergyár Rt."	2015.01.01	2099.12.31	1001
26563	"Biogal-Teva Pharma Rt. (régi)"	2015.01.01	2099.12.31	1001
26564	"BIOLITEC Pharma Ltd."	2015.01.01	2099.12.31	1001
26565	"Biomarin Europe Ltd."	2015.01.01	2099.12.31	1001
26566	"BioPartners GmbH"	2015.01.01	2099.12.31	1001
26567	"BIOSYN Arzneimittel GmbH"	2015.01.01	2099.12.31	1001
26568	"Biotest Pharma GmbH"	2015.01.01	2099.12.31	1001
26569	"Boiron Laboratoires"	2015.01.01	2099.12.31	1001
26570	"Boots Healthcare International Ltd."	2015.01.01	2099.12.31	1001
26572	"Bracco International BV"	2015.01.01	2099.12.31	1001
26573	"Canyon Pharmaceuticals Ltd."	2015.01.01	2099.12.31	1001
26574	"Celgene Europe Ltd."	2015.01.01	2099.12.31	1001
26575	"Centeon"	2015.01.01	2099.12.31	1001
26577	"Chemo Iberica SA"	2015.01.01	2099.12.31	1001
26579	"Chiron Behring GmbH&Co KG"	2015.01.01	2099.12.31	1001
26582	"Chr. Hansen A/S"	2015.01.01	2099.12.31	1001
26587	"CYATHUS Exquirere Pharmaforschungs GmbH"	2015.01.01	2099.12.31	1001
26589	"DE OEC NMI Radiokémiai Központ-PET centrum"	2015.01.01	2099.12.31	1001
26592	"Dentinox Ges."	2015.01.01	2099.12.31	1001
26594	"Dimethaid GmbH"	2015.01.01	2099.12.31	1001
26596	"Divapharma-Knufinke Arzneimittelwerk GmbH"	2015.01.01	2099.12.31	1001
26598	"Dolorgiet Arzneimittel GmbH&Co KG"	2015.01.01	2099.12.31	1001
26599	"Dompé Biotec S.p.A."	2015.01.01	2099.12.31	1001
26600	"Dompé farmaceutici SpA"	2015.01.01	2099.12.31	1001
26601	"Dr. Engelfried und Dr. Bartel"	2015.01.01	2099.12.31	1001
26603	"Dr. Kade Pharmazeutische Fabrik GmbH"	2015.01.01	2099.12.31	1001
26604	"Dr. Karl Thomas GmbH"	2015.01.01	2099.12.31	1001
26606	"Dr. Peithner KG GmbH&Co"	2015.01.01	2099.12.31	1001
26607	"Dr. Regenold GmbH"	2015.01.01	2099.12.31	1001
26610	"Elan Pharma International Ltd."	2015.01.01	2099.12.31	1001
26611	"Engelhard Arzneimittel GmbH&Co.KG"	2015.01.01	2099.12.31	1001
26613	"Ewopharma AG"	2015.01.01	2099.12.31	1001
26616	"Farmia sro."	2015.01.01	2099.12.31	1001
26620	"Fidia S.p.A."	2015.01.01	2099.12.31	1001
26621	"Fisons Ltd."	2015.01.01	2099.12.31	1001
26622	"Forum Products Ltd."	2015.01.01	2099.12.31	1001
26623	"Fresenius Kabi AG"	2015.01.01	2099.12.31	1001
26624	"Fresenius Medical Care Deutschland GmbH"	2015.01.01	2099.12.31	1001
26625	"Fresenius Medical Care Magyarország Eü. Kft."	2015.01.01	2099.12.31	1001
26626	"Fresenius Medical Care Nephrologica Deutschland GmbH"	2015.01.01	2099.12.31	1001
26628	"GALEX d.d."	2015.01.01	2099.12.31	1001
26629	"Gambro Eü. Szolgáltató és Kereskedelmi Kft."	2015.01.01	2099.12.31	1001
26630	"GE Healthcare s.r.l."	2015.01.01	2099.12.31	1001
26631	"Geistlich Pharma AG"	2015.01.01	2099.12.31	1001
26634	"GlaxoSmithKline Biologicals Kft."	2015.01.01	2099.12.31	1001
26635	"Goldshield Pharmaceuticals Ltd."	2015.01.01	2099.12.31	1001
26638	"HCS bvba"	2015.01.01	2099.12.31	1001
26639	"Healthcare Brands International Limited"	2015.01.01	2099.12.31	1001
26642	"Hennig Arzneimittel GmbH&Co.KG"	2015.01.01	2099.12.31	1001
26643	"Herbacos-Bofarma s.r.o."	2015.01.01	2099.12.31	1001
26644	"Hermes Arzneimittel GmbH"	2015.01.01	2099.12.31	1001
26647	"HISAMITSU UK Ltd."	2015.01.01	2099.12.31	1001
26652	"Howmedica International S.de.R.L."	2015.01.01	2099.12.31	1001
26654	"IASON KG"	2015.01.01	2099.12.31	1001
26656	"ICN Hungary Rt."	2015.01.01	2099.12.31	1001
26657	"ICN Polfa Rzeszow S.A."	2015.01.01	2099.12.31	1001
26658	"ICN-Marbiopharm"	2015.01.01	2099.12.31	1001
26660	"IIP-Institut für Industrielle Pharmacie"	2015.01.01	2099.12.31	1001
26661	"ILEX Pharmaceuticals Ltd."	2015.01.01	2099.12.31	1001
26663	"Immunomedics GmbH"	2015.01.01	2099.12.31	1001
26665	"INFAI-Institut für biomedizinische Analytik&NMR-Imaging GmbH"	2015.01.01	2099.12.31	1001
26666	"Infectopharm Arzneimittel und Consilium GmbH"	2015.01.01	2099.12.31	1001
26668	"INO Therapeutics AB"	2015.01.01	2099.12.31	1001
26670	"Intendis GmbH"	2015.01.01	2099.12.31	1001
26672	"Italfarmaco SpA"	2015.01.01	2099.12.31	1001
26673	"IZINTA Kft."	2015.01.01	2099.12.31	1001
26675	"Johnson & Johnson Kft."	2015.01.01	2099.12.31	1001
26676	"Johnson&Johnson Medical Ltd."	2015.01.01	2099.12.31	1001
26678	"Kéri Pharma Generics Kft."	2015.01.01	2099.12.31	1001
26679	"Kiron Pharmaceutica BV"	2015.01.01	2099.12.31	1001
26681	"Konstadinos P. Vasilopoulos/Prestige Products"	2015.01.01	2099.12.31	1001
26682	"Kreussler Chemische Fabrik GmbH"	2015.01.01	2099.12.31	1001
26683	"Krewel Meuselbach GmbH"	2015.01.01	2099.12.31	1001
26684	"KS Biomedix Ltd."	2015.01.01	2099.12.31	1001
26686	"Lab. Biocodex"	2015.01.01	2099.12.31	1001
26687	"Lab. Bride"	2015.01.01	2099.12.31	1001
26688	"Lab. Innotech International"	2015.01.01	2099.12.31	1001
26690	"Lab. Leurquin Mediolanum"	2015.01.01	2099.12.31	1001
26692	"Laboratoire Chauvin SA"	2015.01.01	2099.12.31	1001
26693	"Laboratoire GlaxoSmithKline"	2015.01.01	2099.12.31	1001
26694	"Laboratoire HRA Pharma"	2015.01.01	2099.12.31	1001
26696	"Laboratoires Septodont"	2015.01.01	2099.12.31	1001
26697	"Laboratoires THÉA"	2015.01.01	2099.12.31	1001
26698	"Laboratorios Casen-Fleet S.L.U."	2015.01.01	2099.12.31	1001
26700	"Léciva AS"	2015.01.01	2099.12.31	1001
26704	"Lincoln Medical Ltd."	2015.01.01	2099.12.31	1001
26705	"LINDE GÁZ Magyarország zrt."	2015.01.01	2099.12.31	1001
26706	"Lindopharm GmbH"	2015.01.01	2099.12.31	1001
26707	"Lipomed GmbH"	2015.01.01	2099.12.31	1001
26708	"Lofarma SpA"	2015.01.01	2099.12.31	1001
26709	"M.R.Pharma GmbH"	2015.01.01	2099.12.31	1001
26711	"Magis Pharmaceutici SpA"	2015.01.01	2099.12.31	1001
26712	"Mallinckrodt Medical BV"	2015.01.01	2099.12.31	1001
26714	"Mayoly Spindler"	2015.01.01	2099.12.31	1001
26744	"Diaverum Hungary Kft."	2015.01.01	2099.12.31	1001
26745	"Pharma Mar S.A."	2015.01.01	2099.12.31	1001
26746	"NAVAMEDIC ASA"	2015.01.01	2099.12.31	1001
26747	"Ortho-Clinical Diagnostics GmbH"	2015.01.01	2099.12.31	1001
26748	"IPCA, Produtos Farmaceuticos Unipessoal Lda"	2015.01.01	2099.12.31	1001
26749	"Magyar Honvédség Egészségügyi Parancsnoksága"	2015.01.01	2099.12.31	1001
26750	"Dabur Oncology Kft."	2015.01.01	2099.12.31	1001
26751	"PharOs Ltd."	2015.01.01	2099.12.31	1001
26752	"MYLAN S.A.S."	2015.01.01	2099.12.31	1001
26753	"DAIICHI SANKYO EUROPE GmbH"	2015.01.01	2099.12.31	1001
26754	"Recordati S.p.A."	2015.01.01	2099.12.31	1001
26755	"Remedica Ltd."	2015.01.01	2099.12.31	1001
27	"Actavis Hungary Kft."	2015.01.01	2099.12.31	1001
28	"KRKA Magyarország Kft."	2015.01.01	2099.12.31	1001
28335	"Aramis Pharma Kft."	2015.01.01	2099.12.31	1001
28336	"Vipharm S.A."	2015.01.01	2099.12.31	1001
28340	"Vipharm Hungary Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
28341	"BUS-OXY Egészségügyi Gázforgalmazó Kft."	2015.01.01	2099.12.31	1001
28342	"CURAGITA AG"	2015.01.01	2099.12.31	1001
28343	"Medochemie Ltd."	2015.01.01	2099.12.31	1001
28344	"Messer Hungarogáz Kft."	2015.01.01	2099.12.31	1001
28345	"SIAD Hungary Kft."	2015.01.01	2099.12.31	1001
28347	"Frank Diagnosztika Kft."	2015.01.01	2099.12.31	1001
28349	"Ultra Marketing Kft."	2015.01.01	2099.12.31	1001
28350	"B. Braun Avitum AG"	2015.01.01	2099.12.31	1001
28351	"Astellas Pharma Kft."	2015.01.01	2099.12.31	1001
28352	"EUSA Pharma Ltd."	2015.01.01	2099.12.31	1001
28353	"ITALCHIMICI SpA"	2015.01.01	2099.12.31	1001
28354	"Oncogenerica Sp.z.o.o, Poland"	2015.01.01	2099.12.31	1001
28355	"Crawford Healthcare Ltd."	2015.01.01	2099.12.31	1001
28356	"Medicine & Business Kft."	2015.01.01	2099.12.31	1001
28357	"+pharma arzneimittel GmbH"	2015.01.01	2099.12.31	1001
28358	"ADAMED Ltd."	2015.01.01	2099.12.31	1001
28359	"LND Agency Kft."	2015.01.01	2099.12.31	1001
28360	"SpePharm Holding B.V."	2015.01.01	2099.12.31	1001
28361	"ASTRON Research Ltd."	2015.01.01	2099.12.31	1001
28362	"Laboratoires S.M.B. S.A."	2015.01.01	2099.12.31	1001
28363	"Laboratorios Lesvi S.L."	2015.01.01	2099.12.31	1001
28364	"Spirig Pharma GmbH"	2015.01.01	2099.12.31	1001
28365	"Jacobsen Pharma AS"	2015.01.01	2099.12.31	1001
28366	"Bluefish Pharmaceuticals AB"	2015.01.01	2099.12.31	1001
28367	"CREMUM Pharma Kft."	2015.01.01	2099.12.31	1001
28368	"Magyar és Társa BT"	2015.01.01	2099.12.31	1001
28369	"VALE Pharmaceuticals Ltd."	2015.01.01	2099.12.31	1001
28370	"Amdipharm Ltd."	2015.01.01	2099.12.31	1001
28371	"Solamed Kereskedelmi Korlátolt Felelõsségû Társaság"	2015.01.01	2099.12.31	1001
28372	"Ipsen Pharma SAS Magyarországi Kereskedelmi Képviselet"	2015.01.01	2099.12.31	1001
28373	"Pharmathen S.A."	2015.01.01	2099.12.31	1001
28374	"Accord Healthcare Ltd."	2015.01.01	2099.12.31	1001
28375	"Helm Pharmaceuticals GmbH"	2015.01.01	2099.12.31	1001
28376	"IDL (International Drug Licensing)"	2015.01.01	2099.12.31	1001
28377	"Tecnimede S.A."	2015.01.01	2099.12.31	1001
28378	"Medicamenta a.s."	2015.01.01	2099.12.31	1001
28379	"Pfizer Manufacturing Deutschland GmbH"	2015.01.01	2099.12.31	1001
28384	"ExtractumPharma zrt."	2015.01.01	2099.12.31	1001
28385	"Glenmark Ltd."	2015.01.01	2099.12.31	1001
28386	"Actavis Group Ltd."	2015.01.01	2099.12.31	1001
28387	"Sugant SAS"	2015.01.01	2099.12.31	1001
28388	"Jenson Pharmaceutical Services Ltd."	2015.01.01	2099.12.31	1001
28389	"Actavis Group hf."	2015.01.01	2099.12.31	1001
28395	"HGH Regulatory Sciences Ltd."	2015.01.01	2099.12.31	1001
28396	"Kedrion SpA"	2015.01.01	2099.12.31	1001
28397	"MIKLICH Lab."	2015.01.01	2099.12.31	1001
28398	"OM Portuguesa"	2015.01.01	2099.12.31	1001
28399	"Taro Pharmaceuticals (UK) Ltd."	2015.01.01	2099.12.31	1001
28400	"Invent Farma S.L."	2015.01.01	2099.12.31	1001
28401	"Unotrust World Wide Ltd."	2015.01.01	2099.12.31	1001
28402	"BLUE BIO Pharmaceuticals Ltd."	2015.01.01	2099.12.31	1001
28403	"PharmaSwiss Magyarország Kft."	2015.01.01	2099.12.31	1001
28404	"Fresenius Kabi Oncology Plc"	2015.01.01	2099.12.31	1001
28405	"USP Pharma Sp.zo.o."	2015.01.01	2099.12.31	1001
28406	"Acino Pharma GmbH"	2015.01.01	2099.12.31	1001
28600	"Becton Dickinson International"	2015.01.01	2099.12.31	1001
28601	"Medtronic Hungária Kft."	2015.01.01	2099.12.31	1001
28602	"Gyúró Technik kft."	2015.01.01	2099.12.31	1001
28603	"Business Rex Kft."	2015.01.01	2099.12.31	1001
28605	"Harsányi Árpád"	2015.01.01	2099.12.31	1001
28607	"3M Hungária Kft."	2015.01.01	2099.12.31	1001
28608	"77 Elektronika Kft."	2015.01.01	2099.12.31	1001
28609	"Akkutrade Budapest Kft."	2015.01.01	2099.12.31	1001
28611	"Amed-Tech Kft."	2015.01.01	2099.12.31	1001
28612	"Amoena Kft."	2015.01.01	2099.12.31	1001
28613	"Anita-Hungaria Kft."	2015.01.01	2099.12.31	1001
28614	"Sivantos Kft."	2015.01.01	2099.12.31	1001
28615	"B. Braun Trading Kft."	2015.01.01	2099.12.31	1001
28616	"Baják Ernõ"	2015.01.01	2099.12.31	1001
28617	"Bayer Hungária Kft."	2015.01.01	2099.12.31	1001
28618	"Beiersdorf Kft."	2015.01.01	2099.12.31	1001
28619	"TZMO Hungary Kft."	2015.01.01	2099.12.31	1001
28620	"Carl Zeiss Vision Hungary Kft."	2015.01.01	2099.12.31	1001
28621	"Coloplast A/S Magyarországi Képviselet"	2015.01.01	2099.12.31	1001
28622	"Compri-Med Kft."	2015.01.01	2099.12.31	1001
28623	"Consolatio Kft."	2015.01.01	2099.12.31	1001
28624	"C.P.P. Budapest Kft."	2015.01.01	2099.12.31	1001
28625	"Danavox Kft."	2015.01.01	2099.12.31	1001
28626	"Déli Optika Kft."	2015.01.01	2099.12.31	1001
28627	"DentaMed Kft."	2015.01.01	2099.12.31	1001
28628	"Diagnosticum Zrt."	2015.01.01	2099.12.31	1001
28629	"Dispomedicor Zrt."	2015.01.01	2099.12.31	1001
28630	"Dispomedic Kft."	2015.01.01	2099.12.31	1001
28631	"ELEKTRO-OXIGÉN Kft."	2015.01.01	2099.12.31	1001
28633	"Essilor Optika Kft."	2015.01.01	2099.12.31	1001
28634	"Eszik Optika"	2015.01.01	2099.12.31	1001
28635	"Eurohealth-H Kft."	2015.01.01	2099.12.31	1001
28636	"Európa Optika Kft."	2015.01.01	2099.12.31	1001
28637	"Exlusive Hair Kft."	2015.01.01	2099.12.31	1001
28638	"Flexico Kft."	2015.01.01	2099.12.31	1001
28639	"Forto Kft."	2015.01.01	2099.12.31	1001
28640	"FOTEX-OFOTÉRT Optika-Fotó Kft."	2015.01.01	2099.12.31	1001
28641	"Frigyesy Róbert"	2015.01.01	2099.12.31	1001
29999	"Fresenius Kabi Oncology Ltd."	2015.01.01	2099.12.31	1001
30	"Béres Gyógyszergyár Részvénytársaság"	2015.01.01	2099.12.31	1001
30000	"Mimer Medical"	2015.01.01	2099.12.31	1001
30001	"SUN Pharmaceutical Industries Europe BV"	2015.01.01	2099.12.31	1001
30002	"Biropharma Kft."	2015.01.01	2099.12.31	1001
30003	"Archie Samuels s.r.o."	2015.01.01	2099.12.31	1001
30004	"Macleods Pharma UK Limited"	2015.01.01	2099.12.31	1001
30005	"Alexion Europe"	2015.01.01	2099.12.31	1001
30006	"Regupharma Kft."	2015.01.01	2099.12.31	1001
30007	"PharmaSwiss Eesti OÜ"	2015.01.01	2099.12.31	1001
30008	"SVUS Pharma a.s."	2015.01.01	2099.12.31	1001
30009	"Hetero Europe S.L."	2015.01.01	2099.12.31	1001
30010	"Bio-Diät-Berlin GmbH"	2015.01.01	2099.12.31	1001
30011	"MSD Magyarország Kft."	2015.01.01	2099.12.31	1001
30012	"NORDIC Group BV"	2015.01.01	2099.12.31	1001
30013	"Adienne S.r.l."	2015.01.01	2099.12.31	1001
30014	"IBSA Farmaceutici Italia Srl"	2015.01.01	2099.12.31	1001
30015	"Ecolab-Hygiene Kft"	2015.01.01	2099.12.31	1001
30016	"Alkaloid-int, d.o.o."	2015.01.01	2099.12.31	1001
30017	"Aspen Pharma Trading Ltd."	2015.01.01	2099.12.31	1001
30018	"Pannonpharma Kft."	2015.01.01	2099.12.31	1001
30019	"Richter Gedeon Nyrt. Dorogi Fióktelepe Foglalkozás"	2015.01.01	2099.12.31	1001
30020	"3M Deutschland GmbH"	2015.01.01	2099.12.31	1001
30021	"Aptalis Pharma SAS"	2015.01.01	2099.12.31	1001
30022	"Splendris GmbH"	2015.01.01	2099.12.31	1001
30023	"USP Pharma Life Sciences Sp. zo.o."	2015.01.01	2099.12.31	1001
30024	"Streifeneder GmbH."	2015.01.01	2099.12.31	1001
30025	"FERRIS MFG. Corp."	2015.01.01	2099.12.31	1001
30052	"TEVA Gyógyszergyár Zártkörûen Mûködõ Részvénytársaság"	2015.01.01	2099.12.31	1001
30071	"VOLMIX Közvetítõ és Szolgáltató Kft."	2015.01.01	2099.12.31	1001
30102	"Pharmanox Szolgáltató és Kereskedelmi Kft."	2015.01.01	2099.12.31	1001
30103	"PHARMAROAD Gyógyszerkereskedelmi, Kereskedelmi és Szolgáltató Kft."	2015.01.01	2099.12.31	1001
30117	"Biochemical Systems International S.r.l."	2015.01.01	2099.12.31	1001
30118	"Xeolas Ltd."	2015.01.01	2099.12.31	1001
30119	"Air Products spol. s.r.o."	2015.01.01	2099.12.31	1001
30120	"MIP Pharma GmbH"	2015.01.01	2099.12.31	1001
30121	"APC Instytut Sp. z o. o."	2015.01.01	2099.12.31	1001
30122	"GP-Pharm, S.A."	2015.01.01	2099.12.31	1001
30123	"Biovitrum AB (publ)"	2015.01.01	2099.12.31	1001
30124	"Philips Medical System"	2015.01.01	2099.12.31	1001
