ID	NEV	KIHIRDETES_ID
69981	"FLUVASTATIN SANDOZ"	1001
69982	"FLUVASTATIN-TEVA"	1001
69984	"MELOXICAM-ZENTIVA"	1001
69985	"MIRTAZAPIN 1 A PHARMA"	1001
69986	"NEBIVOLOL 1 A PHARMA"	1001
69987	"NEBIVOLOL SANDOZ"	1001
69988	"NOPEKAR"	1001
69989	"PERINDOPRIL ARROW GENERICS"	1001
69990	"PORTIRON HCT"	1001
69991	"RANBAPRIL"	1001
69992	"RASETRON"	1001
69993	"RENNIE DUO"	1001
69994	"TANTUM LEMON"	1001
69995	"VALMIDEX"	1001
69996	"VIDOTIN"	1001
69997	"VOLTAREN DOLO"	1001
70031	"LYSODREN"	1001
70067	"ANASTROZOL SPECIFAR"	1001
70068	"ANASTROZOLE PHARMACENTER"	1001
70069	"ANASTROZOLE PHAROS"	1001
70070	"AXUM"	1001
70078	"CARVEDILOL POLPHARMA"	1001
70084	"DIARINPRO BÉRES"	1001
70085	"DISPOLAN"	1001
70086	"DOXITIDIN"	1001
70091	"ELOZA"	1001
70093	"FLUDARABIN ""EBEWE"""	1001
70094	"FLUDARABINE ACTAVIS"	1001
70099	"GILENYA"	1001
70108	"LISINOPRIL IPCA"	1001
70111	"NEBACOP"	1001
70112	"NUROFEN RAPID"	1001
70116	"OLASYN"	1001
70117	"OZOLAN"	1001
70122	"PRELOW PLUS"	1001
70124	"PICATO"	1001
70126	"RADECORP"	1001
70127	"RADISTOP"	1001
70128	"RADITOX"	1001
70129	"ROPINIROL ACTAVIS"	1001
70130	"ROPINSTAD"	1001
70138	"SYNZA"	1001
70139	"SAMSCA"	1001
70144	"TECHNESCAN SESTAMIBI"	1001
70148	"TEMOZOLOMIDE SANDOZ"	1001
70157	"ZOLITRAT"	1001
70177	"ALPROBOTAL"	1001
70178	"AMLODIPRESS 1 A PHARMA"	1001
70179	"ANDEVER"	1001
70180	"ANTREND"	1001
70182	"AXASTROL"	1001
70183	"BORBIN"	1001
70184	"DOLOFLEX"	1001
70185	"DONESYN"	1001
70186	"EFFIXENT"	1001
70187	"ESTEBAN"	1001
70188	"ETAMBUTOL-CHINOIN"	1001
70189	"GASTROHERB"	1001
70190	"GRANISETRON-ACTAVIS"	1001
70191	"LETROZOLE PHARMACENTER"	1001
70192	"LUDEA"	1001
70193	"OLZIN"	1001
70194	"RIPEDON"	1001
70195	"ROMYL"	1001
70196	"ROPINIROL ORION"	1001
70197	"SINOXAL"	1001
70198	"TOPILEX"	1001
70199	"TOPIRAMAT GALEX"	1001
70200	"VITAMIN C EGIS"	1001
70201	"XIVULAN"	1001
70202	"ZIDOXER"	1001
70214	"MODULEN"	1001
70216	"ACUVER"	1001
70221	"ARKETIS"	1001
70230	"BISOTENS"	1001
70231	"BRAVELLE"	1001
70233	"BRINAVESS"	1001
70234	"BYDUREON"	1001
70235	"C-VITAMIN-PROPHARMA"	1001
70240	"COLDY"	1001
70242	"CRINONE"	1001
70250	"DONEPEZIL-TEVA"	1001
70253	"ESMYA"	1001
70254	"FENTANIL CITRÁT PROSTAKAN"	1001
70256	"FINASTERID-TEVA"	1001
70257	"GABAPENTIN-STICHTING REGISTRATIEBEHEER"	1001
70259	"GLIMEGAMMA"	1001
70263	"HIZENTRA"	1001
70269	"JODECORP"	1001
70272	"MAGNEGITA"	1001
70273	"MINIMECTIL"	1001
70281	"NIMENRIX"	1001
70283	"OLANZAPIN SANDOZ"	1001
70285	"ORPHACOL"	1001
70288	"OXIGÉN BUS-OXY"	1001
70289	"OXIGÉN MESSER"	1001
70290	"OXIGÉN SIAD"	1001
70292	"PAFENON"	1001
70293	"PAROXETIN AUROBINDO"	1001
70294	"PERIGEN"	1001
70300	"PROMITEN"	1001
70301	"PROPRANOLOL AKADIMPEX"	1001
70310	"RISPERIDON ORION"	1001
70314	"SIGNIFOR"	1001
70318	"SUMATRIPTAN ORION"	1001
70319	"SUMATRIPTAN POLPHARMA"	1001
70320	"SYCREST"	1001
70328	"TEMOZOLOMIDE TEVA"	1001
70331	"TOLURA"	1001
70342	"ETRUZIL"	1001
70343	"KERBERAN"	1001
70344	"KARDOGREL"	1001
70349	"ALFUZOSIN PHARMACENTER"	1001
70350	"AMETIST"	1001
70351	"BETAHISTIN NUCLEUS"	1001
70352	"BILOBIL"	1001
70353	"BISALAX"	1001
70354	"CARICIA"	1001
70355	"CRALEX"	1001
70357	"DICLOFENAC-TEVA"	1001
70359	"ESCITALOPRAM-TEVA"	1001
70360	"ESPRITAL"	1001
70361	"ETAKRINSAV-EGIS"	1001
70364	"FLEXAGIL"	1001
70365	"GABANEURAL"	1001
70366	"GEMCITABIN-RATIOPHARM"	1001
70368	"GLÜKÓZAMIN BÉRES"	1001
70369	"IBUSTAR"	1001
70371	"LETROMATAZ"	1001
70372	"LIDOCAIN/TETRACAIN EUSA"	1001
70374	"MEGYRINA"	1001
70376	"MYCOSIL MEDITOP"	1001
70377	"NICORETTE MICROTAB LEMON"	1001
70379	"NOVOCETRIN"	1001
70380	"OXALIPLATIN STADA"	1001
70383	"SAMBA"	1001
70385	"SUMATRIPTAN AUROBINDO"	1001
70387	"SYNOPHYT"	1001
70388	"TALOPAM"	1001
70389	"TOPIRAMAT SANDOZ"	1001
70390	"TRANDOLAPRIL-RATIOPHARM"	1001
70391	"YPSILA"	1001
70392	"ZOLPIDEM ORION"	1001
70396	"PLAGREL"	1001
70404	"ALGOPLAST-RATIOPHARM"	1001
70405	"ARIXEN"	1001
70406	"AROPILO"	1001
70407	"ARTISS"	1001
70408	"ARTISS LYO"	1001
70409	"AZITHROMYCIN SANDOZ"	1001
70411	"BISPROTIN"	1001
70413	"CAMPTO CS"	1001
70414	"CAPRELSA"	1001
70415	"CEFUROXIM KABI"	1001
70416	"COGNEZIL"	1001
70419	"FINANORM"	1001
70420	"FLUVASTATIN-RATIOPHARM"	1001
70422	"HUMAN ALBUMIN BIOTEST"	1001
70423	"IRINOTECAN KABI"	1001
70426	"LAXODIL BÉRES"	1001
70427	"LETROZOL SANDOZ"	1001
70429	"LUXFEN"	1001
70430	"MAVODILOL"	1001
70431	"MET-PET"	1001
70432	"MOVMAX"	1001
70433	"MUCOLIN BÉRES"	1001
70435	"NIROLENSAN"	1001
70438	"PERINDOPRIL TERT-BUTYLAMINE/INDAPAMIDE EGIS"	1001
70440	"RABYPREX"	1001
70442	"RISEDRONAT-RATIOPHARM"	1001
70444	"ROPIDOPIN"	1001
70445	"ROPINIROL SANDOZ"	1001
70447	"SENSONETTE"	1001
70448	"SIMVASTATIN AUROBINDO"	1001
70450	"TAMSULOSIN PHARMACENTER"	1001
70451	"TERBINAFINE AUROBINDO"	1001
70453	"TITIAPOK"	1001
70516	"ALENDRONAT-SANDOZ"	1001
70518	"AMOXICILLIN-TEVA"	1001
70519	"ANASTROZOL JACOBSEN"	1001
70520	"ANASTROZOLE MEDICO UNO"	1001
70521	"ATROMBIN"	1001
70522	"BAXPRIL"	1001
70524	"BICALUTAMID-CREMUM"	1001
70525	"BICALUTAMIDE BLUEFISH"	1001
70526	"CARBOMEDAC"	1001
70528	"DOCETAXEL PHARMACENTER"	1001
70529	"DONEPEZIL MYLAN"	1001
70530	"DONEPEZIL STADA"	1001
70531	"ESCITALOPRAM 1 A PHARMA"	1001
70532	"ESCITALOPRAM SANDOZ"	1001
70534	"ESOMEPRAZOL 1 A PHARMA"	1001
70535	"ESOMEPRAZOL SANDOZ"	1001
70536	"FAMOS"	1001
70537	"FENOSWISS"	1001
70539	"GAVISCONPRO"	1001
70540	"GLIMEPIRIDE-ARROW"	1001
70541	"GLUCAGEN"	1001
70543	"HESRA"	1001
70544	"IMADUO"	1001
70545	"IMAMONO"	1001
70546	"ITRACONEP"	1001
70548	"LEMAZOL"	1001
70549	"LETROZOL POLPHARMA"	1001
70550	"LETROZOLE MYLAN"	1001
70551	"METFORMIN AUROBINDO"	1001
70552	"METFORMIN BLUEFISH"	1001
70553	"MYCOPHENOLATE MOFETIL ASTRON"	1001
70554	"MYCOPHENOLATE MOFETIL MEDICO UNO"	1001
70555	"NEXODAL"	1001
70557	"OLANZAPIN NIOLIB"	1001
70558	"OLIPAZIX"	1001
70559	"OROPERIDYS"	1001
70560	"PANRAZOL"	1001
70562	"PRAVASTATIN SANDOZ"	1001
70563	"QUETIAPINE-TEVA"	1001
70564	"REOPRO"	1001
70565	"RESIRENTIN"	1001
70566	"RISEDRONAT GALEX"	1001
70567	"SCLEFIC"	1001
70568	"SERTRALIN ACTAVIS"	1001
70569	"SETININ"	1001
70570	"SMOFKABIVEN PERIPHERAL"	1001
70571	"STATONEX"	1001
70572	"VISERA"	1001
70573	"VOREDANIN"	1001
70574	"ZOLPIDEM WALMARK"	1001
70577	"PROMOTE"	1001
70578	"OSMOLITE"	1001
70731	"ALZEPIL"	1001
70733	"ATORVASTATIN POLPHARMA"	1001
70734	"AVEKSIN"	1001
70739	"BENLYSTA"	1001
70745	"CICLOSPORIN IDL"	1001
70766	"CLOPIDOGREL HEXAL"	1001
70769	"CLOPIDOGREL MYLAN"	1001
70771	"CLOPIDOGREL TEVA"	1001
70778	"COMBIDOLEX"	1001
70782	"DELTASOLDE"	1001
70785	"DONEPEZIL ORION"	1001
70786	"DONEPEZIL-EGIS"	1001
70789	"DORZOLAMID-TEVA"	1001
70790	"DUACTAN"	1001
70792	"ENGOLIN"	1001
70794	"EPIMAXAN"	1001
70795	"EPSISOLDE"	1001
70796	"EQUEPIN"	1001
70797	"ESBRIET"	1001
70801	"FLEMAC"	1001
70807	"GAMMASOLDE"	1001
70808	"GLEPERIL"	1001
70809	"GRIMODIN"	1001
70815	"INCRESYNC"	1001
70826	"JEVTANA"	1001
70829	"LEFLUNOMIDE TEVA"	1001
70830	"LETROZOL TECNIMEDE"	1001
70831	"LETROZOL-RATIOPHARM"	1001
70835	"MAMMOZOLE"	1001
70843	"MONTECARDE"	1001
70844	"MONTELUKAST TEVA"	1001
70848	"NINIVET"	1001
70850	"NURRID"	1001
70857	"PERINDOPRIL ACTAVIS"	1001
70858	"PICOZONE"	1001
70864	"PRAVASTATIN ACCORD"	1001
70868	"QLAIRA"	1001
70869	"QUETIAPIN BLUEFISH"	1001
70872	"RISEDRONATE GENERICS (UK)"	1001
70884	"SEVIKAR"	1001
70889	"STIPATIN"	1001
70896	"TIVICAY"	1001
70898	"TOPIRAMAT ORION"	1001
70900	"TRASOLETTE"	1001
70908	"VOTRIENT"	1001
70915	"ZOELY"	1001
71286	"ACTRAPHANE"	1001
71287	"ACTRAPID"	1001
71288	"AGENERASE"	1001
71289	"ALDURAZYME"	1001
71290	"ALENDRONAT ORION"	1001
71291	"ALFIN COMBO"	1001
71292	"AMBIRIX"	1001
71293	"AMMONAPS"	1001
71294	"ANGIOX"	1001
71295	"AQUA DESTILLATA TEVA"	1001
71296	"ARICLAIM"	1001
71297	"ATRYN"	1001
71298	"AXURA"	1001
71299	"AZILECT"	1001
71300	"AZOMYR"	1001
71301	"BENEFIX"	1001
71302	"BEROMUN"	1001
71303	"BEROVAN"	1001
71304	"BIPINORM"	1001
71305	"BISOPROLOL 1 A PHARMA"	1001
71306	"BONDENZA"	1001
71307	"BUSILVEX"	1001
71308	"CANESPRO"	1001
71309	"CARBAGLU"	1001
71310	"CARBO ACTIVATUS EGIS"	1001
71311	"CHOLESTAGEL"	1001
71312	"CLOPIDOGREL EGIS"	1001
71313	"CLOPIDOGREL JENSON"	1001
71314	"COMTESS"	1001
71315	"CORLENTOR"	1001
71316	"CUBICIN"	1001
71317	"CYSTAGON"	1001
71318	"DEPOCYTE"	1001
71319	"DOXAGAL XL"	1001
71320	"DUKORAL"	1001
71321	"EGITROMB"	1001
71322	"EMEND"	1001
71323	"EMSELEX"	1001
71324	"ENZAPROST"	1001
71325	"EVRA"	1001
71326	"EXTAVIA"	1001
71327	"FENDRIX"	1001
71328	"FERRIPROX"	1001
71329	"FINASTEP"	1001
71330	"FLUVASTATIN-GENERICS [UK]"	1001
71331	"FUZEON"	1001
71332	"GEMCITABIN POLPHARMA"	1001
71333	"GEMSTAD"	1001
71334	"GLUSTIN"	1001
71335	"GRANEGIS"	1001
71336	"HBVAXPRO"	1001
71337	"HELIXATE NEXGEN"	1001
71338	"HISTISYNT"	1001
71339	"INDAPAMIDE ORION"	1001
71340	"INDUCTOS"	1001
71341	"INOMAX"	1001
71342	"INTRINSA"	1001
71343	"ISCOVER"	1001
71344	"JUVERITAL"	1001
71345	"KARVEA"	1001
71346	"KARVEZIDE"	1001
71347	"KINERET"	1001
71348	"KINZALKOMB"	1001
71349	"KINZALMONO"	1001
71350	"KIOVIG"	1001
71351	"KÁLIUM-JODID-EP"	1001
71352	"LEPTAM"	1001
71353	"LEUKOSCAN"	1001
71354	"LEVOCETIRIZIN SANDOZ"	1001
71355	"LIDOCAIN-EGIS"	1001
71356	"LINIPRIL"	1001
71357	"LIPROLOG"	1001
71358	"LITAK"	1001
71359	"LOSARTAN-HCT 1 A PHARMA"	1001
71360	"LOSARTAN-HCT SANDOZ"	1001
71361	"LUVINSTA"	1001
71362	"M-M-RVAXPRO"	1001
71363	"MECORLONG"	1001
71364	"MELOXICAM AUROBINDO"	1001
71365	"METFORMIN MYLAN"	1001
71367	"MYCOPHENOLATE MOFETIL TEVA"	1001
71368	"NEOCLARITYN"	1001
71369	"NEPHROMAG"	1001
71370	"NEUROBLOC"	1001
71371	"NIQUITIN MINITAB"	1001
71372	"NONAFACT"	1001
71373	"NORMAGLYC"	1001
71374	"ONSENAL"	1001
71375	"OPTISULIN"	1001
71376	"OPTRUMA"	1001
71377	"OSIGRAFT"	1001
71378	"OSSEOR"	1001
71380	"PANADOL BABY"	1001
71381	"PANADOL EXTRA"	1001
71382	"PANRETIN"	1001
71383	"PAZOLEXA"	1001
71384	"PEDEA"	1001
71385	"PERINDOPRIL/INDAPAMIDE ARROW"	1001
71386	"PHARMASTATIN"	1001
71387	"PHOTOBARR"	1001
71388	"POSACONAZOLE SP"	1001
71389	"POZITRONSCAN-CAC"	1001
71390	"PRALON"	1001
71391	"PRAMIPEXOLE TEVA"	1001
71392	"PRANDIN"	1001
71393	"PRIALT"	1001
71394	"PROCOMVAX"	1001
71395	"PROCORALAN"	1001
71396	"PROMETAX"	1001
71397	"PROQUAD"	1001
71398	"PROTAPHANE"	1001
71399	"PYLOBACTELL"	1001
71400	"QUADRAMET"	1001
71401	"QUINANORM KOMBI"	1001
71402	"RAPTIVA"	1001
71403	"RISEDRONATE ACTAVIS"	1001
71404	"SELCOL-RATIOPHARM"	1001
71405	"SELEGILINE MYLAN"	1001
71406	"SIFROL"	1001
71407	"SOMAVERT"	1001
71408	"SONOVUE"	1001
71409	"STOPRESS"	1001
71410	"SUSTIVA"	1001
71411	"TACHOSIL"	1001
71412	"TARGRETIN"	1001
71413	"THALIDOMIDE PHARMION"	1001
71414	"TIAPRIDE GEROT"	1001
71415	"TRAZEC"	1001
71416	"TRISENOX"	1001
71417	"TRITANRIX HEPB"	1001
71418	"TROMBEX"	1001
71419	"TRUVADA"	1001
71420	"VALSOTENS"	1001
71421	"VANIQA"	1001
71422	"VENLARAN"	1001
71423	"VENTAVIS"	1001
71424	"VIRAFERONPEG"	1001
71425	"VISTIDE"	1001
71428	"WILZIN"	1001
71430	"XERISTAR"	1001
71431	"XYREM"	1001
71433	"YTRACIS"	1001
71434	"YTTRIGA"	1001
71436	"ZELADROL"	1001
71437	"ZERENE"	1001
71546	"AGRELEX"	1001
71549	"BISOPROLOL SANDOZ"	1001
71550	"BUSCOPAN FORTE"	1001
71551	"C-VITAMIN TEVA"	1001
71553	"ESCITIL"	1001
71554	"FAMCICLOVIR ARROW"	1001
71556	"FINACEA"	1001
71557	"FLADOR"	1001
71560	"IRBESARTAN MIKLICH"	1001
71561	"IRINOTECAN ACCORD"	1001
71563	"LEXEROLL"	1001
71564	"LOFRADYK"	1001
71566	"MADEZOL"	1001
71567	"MIDAZOLAM ACCORD"	1001
71569	"NEBALETOR"	1001
71570	"NOFARDOM"	1001
71571	"NÁTRIUM-KLORID BRAUN AVITUM"	1001
71572	"OTRIVIN DUO"	1001
71573	"PACLINER"	1001
71574	"PRESUMIN"	1001
71575	"QUESIG"	1001
71577	"RAMIGAMMA"	1001
71578	"SUPPOSITORIUM ANALGETICUM FORTE FONO VII. HUNGARO-GAL"	1001
71579	"TERVALON HCT"	1001
71580	"TOPIRAMATE TECNIMEDE"	1001
71581	"TRENCARBO"	1001
71583	"UMANBIG"	1001
71602	"ACARBOSE MYLAN"	1001
71604	"ANASTROZOL STADA"	1001
71605	"ANASTROZOLE USP PHARMA"	1001
71608	"BUCAIN ACTAVIS"	1001
71610	"DOLENIO"	1001
71612	"EXCEDRINYL"	1001
71614	"GEMCITABINE MEDICO UNO"	1001
71615	"GLICERIN-TEVA"	1001
71617	"IRINOTECAN MEDAC"	1001
71618	"LANOCIPRAM"	1001
71619	"LEVOFLOXACIN KABI"	1001
71620	"MIRTAZAPINE BLUEFISH"	1001
71622	"MONTELUKAST GEDEON RICHTER"	1001
71623	"MYCOPHENOLATE MOFETIL ACTAVIS"	1001
71626	"PACLITAXEL KABI"	1001
71627	"PIPERACILLIN/TAZOBACTAM KABI"	1001
71629	"QUETIAPINE INVENT FARMA"	1001
71631	"VALSARTAN-HCT-TEVA"	1001
71632	"VENLAFAXIN STADA"	1001
71633	"VENLAGAMMA"	1001
71635	"ZETONEC"	1001
72439	"CEFTAZIDIM KABI"	1001
72441	"DUAMILD"	1001
72443	"GEMCITABINE MEDAC"	1001
72444	"HALOPERIDOL-RICHTER"	1001
72445	"HUMÁN ALBUMIN VENOMENHAL"	1001
72446	"IBUPROFÉN/PSZEUDOEFEDRIN-PROPHARMA"	1001
72448	"LEVOFLOXACIN 1 A PHARMA"	1001
72450	"MOPHECEN"	1001
72451	"MULTIFERON"	1001
72452	"NATRIUM CHLORATUM TEVA"	1001
72453	"NEBIVEP"	1001
72454	"NEPANIL"	1001
72456	"OLANZAPIN VIKETO"	1001
72457	"PARKIROL"	1001
72458	"SCIPPA"	1001
72459	"TRANDOLAPRIL MYLAN"	1001
72460	"TROZEL"	1001
72461	"VOLINA"	1001
72486	"AZITHROMYCIN-MYLAN"	1001
72491	"BENOSEN"	1001
72492	"BICALUTAMID ACTAVIS"	1001
72507	"CLOPIDOGREL RATIOPHARM"	1001
72516	"DAKOREC"	1001
72527	"EPIRUBICIN ACCORD"	1001
72528	"EPIRUBICIN-TEVA"	1001
72530	"ESBERITOX"	1001
72532	"EYECON"	1001
72539	"GIOTRIF"	1001
72540	"GITRABIN"	1001
72544	"GONAPEPTYL"	1001
72545	"HALAVEN"	1001
72551	"INCIVO"	1001
72561	"IRINOTECAN VIPHARM"	1001
72579	"MONACE"	1001
72582	"NITROFURANTOIN-CHINOIN"	1001
72586	"NÁTRIUM-KLORID KABI"	1001
72591	"ONDANSETRON AUROBINDO"	1001
72596	"OZURDEX"	1001
72599	"PARAMAX"	1001
72600	"PARNASSAN"	1001
72604	"PIXUVRI"	1001
72606	"PRAMIPEXOL SYNTHON"	1001
72610	"RAMIPRIL-HCT-TEVA"	1001
72613	"RASILAMLO"	1001
72622	"SILDENAFIL MEDANA"	1001
72623	"SIMVASTATIN BLUEFISH"	1001
72630	"TENSART HCT"	1001
72632	"TEYSUNO"	1001
72635	"TOBI PODHALER"	1001
72637	"TOPOTECAN HOSPIRA"	1001
72638	"TOPRAZOPAN"	1001
72640	"TROBALT"	1001
72642	"VARIXINAL"	1001
72646	"VENTADEPRESS"	1001
72656	"YERVOY"	1001
72668	"ZOIROS"	1001
73125	"KETOCAL"	1001
73126	"AMLODIPIN-TEVA"	1001
73127	"ATORVA-TEVA"	1001
73128	"BONAMATRIX"	1001
73129	"BUDESONID EASYHALER"	1001
73130	"CILANEM"	1001
73131	"CO-VALSACOR"	1001
73132	"DETTOL MED"	1001
73133	"DORETA"	1001
73134	"GLUCOSAMINE STADA"	1001
73135	"HELMDIPIN"	1001
73136	"HYDROCORTISON-RICHTER"	1001
73137	"IMIPENEM/CILASTATIN KABI"	1001
73138	"IMIPENEM/CILASTATIN MEDREG"	1001
73139	"INDAPAMID OZONE"	1001
73140	"IRBESARTAN LICONSA"	1001
73141	"IRINOTECAN MYLAN"	1001
73142	"IRPRESTAN"	1001
73143	"IRTUCALAN"	1001
73144	"JANGEE"	1001
73145	"LETROFAM"	1001
73146	"LEVOCETIRIZINE-SYNTHON"	1001
73147	"LOSAHELM"	1001
73148	"MITOMYCIN-C KYOWA"	1001
73149	"NEBILET PLUS"	1001
73150	"NEBITRIX"	1001
73151	"NEBIVOLOL-RATIOPHARM"	1001
73152	"OLANZAPIN ORION"	1001
73153	"OMEPRAZOL STADA"	1001
73156	"PERINDOPRIL/INDAPAMIDE MYLAN"	1001
73158	"PHENYLBUTAZON-RICHTER"	1001
73159	"POLLEZIN"	1001
73160	"RIVACIR"	1001
73161	"STADAZAR HCT"	1001
73162	"SUMATRIPTAN ARROW"	1001
73163	"TIAGER"	1001
73164	"VALSOTENS HCT"	1001
73165	"VERTISAN"	1001
73166	"ZESPRONE"	1001
73282	"ACECGEN"	1001
73283	"BUPRENORPHINE ALKALOID"	1001
73284	"CLOPIDOGREL ACTAVIS"	1001
73285	"CLOPIDOGREL ARROW"	1001
73286	"CORIPREN"	1001
73287	"DENEGIS"	1001
73288	"DINITROGÉN-OXID LINDE"	1001
73289	"ELICEA"	1001
73290	"EMPERIN"	1001
73291	"EPIRUBICIN KABI"	1001
73293	"FORMOTEROL EASYHALER"	1001
73294	"GESSEDIL"	1001
73295	"IOPAMIGITA"	1001
73296	"IRBESARTAN SANDOZ"	1001
73297	"IRINOSTAD"	1001
73298	"IRINOTECAN MEDICO UNO"	1001
73299	"LERCAPREL"	1001
73300	"LEVOFLOXACIN-TEVA"	1001
73301	"LISONORM FORTE"	1001
73303	"OXALIPLATIN KABI"	1001
73304	"OXCAR-TEVA"	1001
73305	"PLATAREX"	1001
73306	"PLAVOCORIN"	1001
73307	"RELENZA ROTACAPS"	1001
73308	"REMIFENTANIL TORREX"	1001
73309	"REPAGLINID ARROW"	1001
73311	"RIVASTINORM"	1001
73312	"ROSALGIN"	1001
73313	"SALBUTAMOL SANDOZ"	1001
73314	"SEPTOLETE"	1001
73315	"SILDENAFIL SANDOZ"	1001
73316	"SOMATOSTATIN-EUMEDICA"	1001
73317	"TEKAZOL"	1001
73318	"TIZANIDIN ORION"	1001
73319	"VENLAXGEN"	1001
73320	"ZOLMILES"	1001
75307	"XETER"	1001
75308	"BONOSTE"	1001
75309	"BOSSANOVA"	1001
75310	"CARBOPLATIN HOSPIRA"	1001
75312	"CLOPIDEP"	1001
75313	"CLOPIGAMMA"	1001
75314	"CLOPITHAN"	1001
75315	"DEFROZYP"	1001
75316	"DRONAVIC"	1001
75317	"ETANORDEN"	1001
75318	"EUCARBON"	1001
75319	"EVERTAS"	1001
75320	"EXEBONA"	1001
75321	"GANTROL"	1001
75322	"GEMDEX"	1001
75323	"HUMAN ALBUMIN OCTAPHARMA"	1001
75324	"IBALGIN"	1001
75325	"IBANDRONATE RICHTER"	1001
75326	"IRBESARTAN 1A PHARMA"	1001
75327	"IRBETEN"	1001
75328	"IRINOTECAN PHARMASWISS"	1001
75329	"IRINOTECAN SANDOZ"	1001
75330	"KALOSSO"	1001
75331	"KLOSTERFRAU MELISANA"	1001
75332	"KONTRACID BÉRES"	1001
75333	"METHOTREXATE HOSPIRA"	1001
75334	"METOPROLOL POLPHARMA"	1001
75335	"NEURAPAS"	1001
75340	"OSSICA"	1001
75341	"PANTOPRAZOL NEOGEN"	1001
75342	"PRAMIPEXOLE GLENMARK"	1001
75343	"PRAMITENORM"	1001
75344	"PRIBERCOR"	1001
75345	"PROKAIN-HIDROKLORID TEVA"	1001
75346	"QUETIAPINE ARROW"	1001
75347	"REMIFENTANIL KABI"	1001
75348	"RISPERIGAMMA"	1001
75349	"SARIDOFEN"	1001
75350	"TRANDOLAPRIL GALEX"	1001
75352	"ZIPRAZIDON-RATIOPHARM"	1001
75353	"ZOLEP"	1001
75354	"[123I]-MIBG"	1001
75355	"[123I]-NÁTRIUM-JODID"	1001
75357	"[131]I-NÁTRIUM-JODID IZOTÓP INTÉZET"	1001
75358	"[153]SM-MULTIBONE"	1001
75359	"[201TI] TALLIUM-KLORID"	1001
75446	"INFATRINI"	1001
75447	"BETAKLAV"	1001
75448	"ACIDA"	1001
75449	"ACIDOTTO"	1001
75450	"ADACEL"	1001
75451	"ALENDRONAT BLUEFISH"	1001
75452	"ALPRAZOLAM 1 A PHARMA"	1001
75453	"ALPRAZOLAM SANDOZ"	1001
75455	"ANAKI"	1001
75456	"ANASTROZOL +PHARMA"	1001
75457	"ANASTROZOLE-GENERICS \(UK\)"	1001
75458	"ARANKA"	1001
75460	"ATORGAMMA"	1001
75461	"ATORVANORM"	1001
75462	"ATORVASTATIN APOTEX"	1001
75463	"ATORVASTATIN-RATIOPHARM"	1001
75464	"ATORVASTATIN-TEVA"	1001
75465	"BEDICORTAL"	1001
75466	"BEROCCA DYNAMIC"	1001
75467	"BRESTAZOL"	1001
75469	"CARVEDILOL COLDWELL PHARMA"	1001
75470	"CAZAPRIL"	1001
75471	"CETIRIZINE AUROBINDO"	1001
75472	"CHLORMADINON / ETHINYLESTRADIOL SANDOZ"	1001
75473	"CITALOPRAM BLUEFISH"	1001
75474	"CLOPIDOGREL RANBAXY"	1001
75475	"CLOPIDOGREL RICHTER"	1001
75476	"CLOPIDOGREL STADA"	1001
75477	"CLOPIDOGREL-Q PHARMA"	1001
75478	"CORDISAL"	1001
75479	"CURIDOL"	1001
75480	"DEPRAMIRT"	1001
75481	"DOCETAXEL ""EBEWE"""	1001
75482	"DOCETAXEL MEDICO UNO"	1001
75483	"DONENORM"	1001
75484	"DROSPIRENONE/ETHINYLESTRADIOL RICHTER"	1001
75485	"EMANERA"	1001
75486	"EMOZUL"	1001
75487	"ENTANIDDA"	1001
75488	"ESCITRALIX"	1001
75489	"EZETIMIBE-TEVA"	1001
75491	"FREQUET"	1001
75492	"GASTROPAN"	1001
75494	"GEMCITABINE MYLAN"	1001
75495	"GLETOR"	1001
75496	"HEMOSOL"	1001
75498	"HIPATRA"	1001
75500	"IBANDRONSAV APOTEX"	1001
75501	"IRBESARTAN / HYDROCHLOROTHIAZIDE 1 A PHARMA"	1001
75503	"IRBESARTAN HCT 1 A PHARMA"	1001
75504	"IRBESARTAN HCT SANDOZ"	1001
75505	"IRCODEN"	1001
75506	"IRINOCOL"	1001
75507	"IRINOTECAN MEDINER"	1001
75508	"IRINOTECAN POLPHARMA"	1001
75509	"IRINOTECAN-RATIOPHARM"	1001
75510	"ISOLYTE"	1001
75511	"JELSIR"	1001
75513	"KIRMATKO"	1001
75516	"LATANOPROST ACTAVIS"	1001
75517	"LATEYE"	1001
75519	"LETROZOLE BLUEFISH"	1001
75520	"LETROZOLE TEVA"	1001
75526	"MARBETA"	1001
75528	"MIROR"	1001
75529	"MULTIVITAMIN \(HUMANPHARMA\)"	1001
75530	"MYOTOLP"	1001
75531	"NEBIBETA"	1001
75533	"NEBIVOLOL-TEVA"	1001
75534	"NORIFAZ TRIO"	1001
75539	"OBRADON"	1001
75540	"OLANZEP"	1001
75542	"OXALIPLATIN MEDICO UNO"	1001
75543	"OXALIPLATIN PHARMASWISS"	1001
75544	"PAROXETIN SANDOZ"	1001
75545	"PICTURLOP"	1001
75547	"PLAVIX PLUS"	1001
75548	"PRAMAXIMA"	1001
75549	"PRAMIPEXOL STADA"	1001
75551	"PREVENAR 13"	1001
75552	"PRISMASOL"	1001
75553	"PROTOBLOCK"	1001
75554	"QUETIAPIN-MYLAN"	1001
75555	"QUETIAPINE POLPHARMA"	1001
